source_type,source_id,source_name,event_id,event_name,page,command_index,code,kind,text
map,165,,41,EV041,1,0,101,show_text,"(Está tocando para la gente, mejor no molestarlo.)"
map,165,,242,EV242,1,0,101,show_text,<ac>Ciudad Cardenal - Centro</ac>
map,165,,142,EV142,1,0,355,script,pbItemBall(:FRESHWATER)
map,165,,142,EV142,2,0,101,show_text,La papelera está vacía.
map,165,,8,EV008,1,0,101,show_text,(Está tocando una hermosa melodía con su violín...)
map,165,,75,EV075,1,0,355,script,pbItemBall(:MAXREVIVE)
map,165,,109,EV109,1,0,101,show_text,"Con tanta gente en Ciudad Cardenal, se acumula mucha suciedad, así que tengo que ir limpiando y tirando todo en la papelera. He encontrado cada cosa más rara"
map,165,,109,EV109,1,1,401,show_text_cont,en el suelo... Esta papelera huele fatal.
map,165,,42,EV042,1,0,101,show_text,"(Está tocando para la gente, mejor no molestarlo.)"
map,165,,243,EV243,1,0,101,show_text,<ac>Ciudad Cardenal - Centro</ac>
map,165,,143,EV143,1,0,355,script,pbItemBall(:FRESHWATER)
map,165,,143,EV143,2,0,101,show_text,La papelera está vacía.
map,165,,9,Update EV009,1,0,108,comment,noshadow
map,165,,76,EV076,1,0,355,script,pbItemBall(:FULLHEAL)
map,165,,110,EV110,1,0,101,show_text,¡Pablo me ha comprado chuches! ¡Qué \c[2]AMIGO\c[0] más chupiguay tengo!
map,165,,177,EV177,1,0,101,show_text,"El alcalde de la ciudad intenta que todos estemos bien. Aunque claro, con la Familia Real por ahí, como que no puede salvar las vidas de todo el mundo... Ojalá esto"
map,165,,177,EV177,1,1,401,show_text_cont,terminara pronto...
map,165,,244,EV244,1,0,101,show_text,<ac>Ciudad Cardenal - Centro</ac>
map,165,,144,EV144,1,0,355,script,pbItemBall(:SWEETHEART)
map,165,,144,EV144,2,0,101,show_text,La papelera está vacía.
map,165,,10,EV010,1,0,108,comment,noshadow
map,165,,77,,1,7,101,show_text,\dxn[\PN](Debería ir a buscar al museo. Creo recordar que estaba en el Sur...)
map,165,,77,,2,7,101,show_text,\dxn[\PN](Debería perseguir a Álama...)
map,165,,77,,3,7,101,show_text,\dxn[\PN](Debería ir al Bar...)
map,165,,77,,4,7,101,show_text,\dxn[\PN](Debería ir al Hotel...)
map,165,,178,EV178,1,32,101,show_text,"\dxn[Eda]¡Ey, \PN! Parece que hay problemas."
map,165,,178,EV178,1,50,101,show_text,\dxn[Eda]Creo que esos reporteros están discutiendo con unos escoltas de la Familia Real.
map,165,,178,EV178,1,60,101,show_text,\sh\dxn[Reportera]Pero... ¡Es nuestro trabajo! ¡Tenemos que grabar lo que está ocurriendo en el museo!
map,165,,178,EV178,1,63,101,show_text,"\dxn[Escolta M.]¡Ya os he dicho que no, retiraros! ¡No queremos que la gente vea ese tipo de cosas por Akebia TV!"
map,165,,178,EV178,1,65,101,show_text,\dxn[Reportero]¿Hasta cuando vais a estar amenazando a la población y haciendo lo que queréis?
map,165,,178,EV178,1,67,101,show_text,"\sh\dxn[Escolta F.]¡Silencio, escoria! ¡Si quieres se lo dices a nuestro \c[2]Rey\c[0]!"
map,165,,178,EV178,1,70,101,show_text,"\dxn[Escolta M.]Dicho esto, nosotros tenemos cosas que hacer en el <b>Museo</b>. ¡Fuera de aquí!"
map,165,,178,EV178,1,97,101,show_text,\dxn[Reportero]¿Y qué hacemos ahora? No tenemos manera de enseñar por televisión lo que está ocurriendo...
map,165,,178,EV178,1,99,101,show_text,"\dxn[Reportera]Tch... Qué más da, todo el mundo sabe lo que está pasando en la ciudad, necesitamos que alguien haga algo, sino..."
map,165,,178,EV178,1,108,101,show_text,\dxn[Eda]Creo que deberíamos preguntar qué es lo que está ocurriendo.
map,165,,178,EV178,1,113,101,show_text,\dxn[Eda]No tiene buena pinta la situación... y a lo mejor podamos descubrir algo de la profe.
map,165,,178,EV178,1,127,101,show_text,\dxn[Eda]Esto... Disculpen...
map,165,,178,EV178,1,136,101,show_text,\dxn[Reportera]¿Si? ¿Qué pasa?
map,165,,178,EV178,1,140,101,show_text,"\dxn[Eda]Bueno... Hemos escuchado que algo está pasando, ¿podrían explicarnos un poco sobre eso? Nos procupa que tenga algo que ver con nuestra amiga."
map,165,,178,EV178,1,143,101,show_text,"\dxn[Reportero]Resulta que los escoltas de la Familia Real han invadido el <b>Museo</b> de Ciudad Cardenal, en busca del propietario del lugar, en el cual, el"
map,165,,178,EV178,1,144,401,show_text_cont,"<b>Alcalde</b> de la ciudad, estaba allí también."
map,165,,178,EV178,1,146,101,show_text,\dxn[Reportera]Al parecer los están amenazando para sacar información de los Pokémon Eón.
map,165,,178,EV178,1,151,101,show_text,\sh\dxn[Eda]¿Cómo? ¿Quieren sacarle información sobre esos Pokémon por la fuerza?
map,165,,178,EV178,1,154,101,show_text,"\dxn[Reportera]Efectivamente. Por lo tanto, no tiene nada que ver con lo de vuestra amiga, lo sentimos."
map,165,,178,EV178,1,156,101,show_text,\dxn[Reportero]¿Ahora quién va a ayudar al Alcalde y al dueño del museo?
map,165,,178,EV178,1,158,101,show_text,\dxn[Reportero]Por mucho aprecio que les tengamos... Nadie va a actuar.
map,165,,178,EV178,1,167,101,show_text,\dxn[Eda]Vaya... Así que la profe no tiene nada que ver con esto...
map,165,,178,EV178,1,171,101,show_text,"\dxn[Eda]Aunque... tendremos que hacer algo al respecto, no puedo permitir esto."
map,165,,178,EV178,1,179,101,show_text,"\sh\dxn[Eda]No se preocupen, nos encargaremos nosotros."
map,165,,178,EV178,1,184,101,show_text,\sh\dxn[Reportera]¿Pero qué estáis diciendo? ¡Con eso no se bromea!
map,165,,178,EV178,1,188,101,show_text,"\dxn[Eda]¡Lo digo muy en serio, esto debe parar!"
map,165,,178,EV178,1,192,101,show_text,"\dxn[Eda]Además, ellos están relacionados con nuestra profe, quizás descubramos algo importante."
map,165,,178,EV178,1,197,101,show_text,\dxn[Reportero]Ahora que me fijo... ¿No te suena la cara este chico?
map,165,,178,EV178,1,200,101,show_text,\dxn[Reportero]Ahora que me fijo... ¿No te suena la cara esta chica?
map,165,,178,EV178,1,209,101,show_text,\sh\dxn[Reportera]¡Pero si nosotros tuvimos que publicarlo para la TV!
map,165,,178,EV178,1,217,101,show_text,\dxn[Reportera]¿¡No eres una de las personas que están buscando los de la Familia Real!?
map,165,,178,EV178,1,224,101,show_text,"\dxn[Eda]No parece hacerle mucha gracia, la verdad."
map,165,,178,EV178,1,227,101,show_text,\dxn[Reportera]Pero... ¿A qué viene todo esto?
map,165,,178,EV178,1,230,101,show_text,"\dxn[Eda]Como les hemos comentado, nuestra profesora está ligada a la Familia Real de alguna manera que desconocemos y la están buscando."
map,165,,178,EV178,1,235,101,show_text,\dxn[Reportera]¿Todo esto lo estáis haciendo por ella? ¡Estáis completamente locos!
map,165,,178,EV178,1,242,101,show_text,"\dxn[Reportero]Escucha Cinnia, creo que... si estos chicos están dispuestos a enfrentarse a la Familia Real por una amiga... ¿Cómo no vamos a hacerlo nosotros"
map,165,,178,EV178,1,243,401,show_text_cont,por nuestro trabajo de ensueño?
map,165,,178,EV178,1,246,101,show_text,"\dxn[Reportera]Tienes razón, no dejaremos que nos pisen de esta manera."
map,165,,178,EV178,1,254,101,show_text,"\dxn[Reportera]Chicos, haremos lo siguiente. Vosotros id hacia el \c[2]Museo\c[0]."
map,165,,178,EV178,1,256,101,show_text,\dxn[Reportera]Nosotros iremos a por el equipo de grabación completo. Haremos un reportaje de esto.
map,165,,178,EV178,1,258,101,show_text,\sh\dxn[Reportera]Debéis darles una paliza a esos malnacidos. ¡Nuestro futuro está en vuestros hombros!
map,165,,178,EV178,1,264,101,show_text,"\dxn[Eda]Eso es mucha responsabilidad, sinceramente..."
map,165,,178,EV178,1,272,101,show_text,"\dxn[Eda]¡Pero nos ocuparemos de ello, denlo por hecho!"
map,165,,178,EV178,1,276,101,show_text,"\dxn[Reportera]El Museo queda en la zona del <b>Sur</b> de la ciudad, id lo más rápido que podáis y prepararos bien, he visto a bastante gente de la Familia Real"
map,165,,178,EV178,1,277,401,show_text_cont,haciendo seguridad allá.
map,165,,178,EV178,1,280,101,show_text,"\dxn[Eda]No se preocupen, estaremos bien. ¡Nos vemos en un rato!"
map,165,,178,EV178,1,287,101,show_text,"\sh\dxn[Reportera]¡Vámonos, Ángelo! ¡Tenmos una exclusiva que grabar!"
map,165,,178,EV178,1,325,101,show_text,"\dxn[Eda]¡Vamos al  Museo, \PN! ¡No dejaremos que traten así al Alcalde de esta preciosa ciudad!"
map,165,,44,EV044,1,0,101,show_text,¡Bienvenido a la Pizzería Lickylicky! ¡Un lugar donde te
map,165,,44,EV044,1,1,401,show_text_cont,vas a chupar los dedos!
map,165,,245,EV245,1,0,101,show_text,<ac>Ciudad Cardenal - Centro</ac>
map,165,,111,EV111,1,0,101,show_text,(Está tocando una hermosa melodía con su
map,165,,111,EV111,1,1,401,show_text_cont,acordeón...)
map,165,,145,EV145,1,0,355,script,pbItemBall(:BLACKSLUDGE)
map,165,,145,EV145,2,0,101,show_text,La papelera está vacía.
map,165,,11,EV011,1,0,108,comment,noshadow
map,165,,212,EV212,1,0,355,script,ChangeSpeed.new.pbChangeSpeed(0)
map,165,,212,EV212,1,1,355,script,pbDeregisterPartner
map,165,,212,EV212,1,6,355,script,"pbAddDependency2(001, ""FollowerPkmn"", FollowingPkmn::FOLLOWER_COMMON_EVENT)"
map,165,,212,EV212,1,24,101,show_text,"\dxn[Eda]¡Burp! ¡Qué palizón de comer, creo que voy a reventar!"
map,165,,212,EV212,1,28,101,show_text,"\dxn[Eda]Aunque... ¡Con lo buenas que estaban, casi que me pido otra!"
map,165,,212,EV212,1,35,101,show_text,"\dxn[Eda]¿Y tú qué? ¡No comes nada, al final me he tenido que comer los bordes de pizza que te sobraban!"
map,165,,212,EV212,1,46,101,show_text,"\dxn[\PN](No es que yo coma poco, el problema es que ella come demasiado...)"
map,165,,212,EV212,1,50,101,show_text,"\dxn[Eda]En fin, ¿damos un paso para bajar la comida?"
map,165,,212,EV212,1,68,101,show_text,"\dxn[Eda]¡\PN, pero si es la profe!"
map,165,,212,EV212,1,72,101,show_text,\sh\dxn[Eda]¡Profe! ¡Te estábamos buscando!
map,165,,212,EV212,1,99,101,show_text,\dxn[Eda]¿Pero qué le pasa?
map,165,,212,EV212,1,104,101,show_text,\dxn[Eda]¿Le han dado un café o qué?
map,165,,212,EV212,1,126,101,show_text,\sh\dxn[Eda]¡¿Pero se puede saber a dónde va?!
map,165,,212,EV212,1,133,101,show_text,"\dxn[Eda]¡Espere, Profesora Álama!"
map,165,,212,EV212,1,161,101,show_text,\dxn[\PN](Supongo que habrá que ir a buscarlas...)
map,165,,212,EV212,3,0,355,script,ChangeSpeed.new.pbChangeSpeed(0)
map,165,,212,EV212,3,17,101,show_text,"\dxn[Rodolfo]Otra noche solos, ¿eh, Ditto?"
map,165,,212,EV212,3,21,101,show_text,\f[ditto004]¡Ditto!
map,165,,212,EV212,3,24,101,show_text,\dxn[Rodolfo]Todavía recuerdo la noche en la que nos encontramos... ¿Qué hubiera sido de mí si me hubiera quedado en el orfanato?
map,165,,212,EV212,3,30,101,show_text,"\dxn[Rodolfo]Supongo que tienes razón, qué más dará pensar en eso."
map,165,,212,EV212,3,34,101,show_text,"\dxn[Rodolfo]Pero, no puedo evitar pensar... ¿Dónde deben estar mis verdaderos padres?"
map,165,,212,EV212,3,38,101,show_text,"\dxn[Rodolfo]¿Es normal que un niño como yo, crezca vagando por el mundo?"
map,165,,212,EV212,3,42,101,show_text,"\dxn[Rodolfo]Al final, lo que he tenido que construír, es una faceta de niño duro para que no nos suceda nada en este mundo, Ditto."
map,165,,212,EV212,3,46,101,show_text,\f[ditto004]¡Ditto!
map,165,,212,EV212,3,50,101,show_text,"\dxn[Rodolfo]Encima siempre tienen que estar ayudándome. \n\PN, Lluvia, Álama... Sólo soy una carga para ellos."
map,165,,212,EV212,3,53,101,show_text,"\dxn[Rodolfo]Encima siempre tienen que estar ayudándome. \n\PN, Adrián, Álama... Sólo soy una carga para ellos."
map,165,,212,EV212,3,59,101,show_text,\dxn[Rodolfo]Merece la pena siquiera... ¿seguir viviendo así? ¿Siendo un lastre y aparentando algo que no soy?
map,165,,212,EV212,3,62,101,show_text,"\dxn[???]No digas esas tonterías, mocoso."
map,165,,212,EV212,3,81,101,show_text,\dxn[Rodolfo]¡Pero si eres la vieja de la espalda partida!
map,165,,212,EV212,3,88,101,show_text,\dxn[Comandante Vesta]Encima que vengo a animarte... Por eso odio a los mocosos.
map,165,,212,EV212,3,98,101,show_text,"\dxn[Rodolfo]Tú no lo entiendes, mi vida es una basura."
map,165,,212,EV212,3,125,101,show_text,\dxn[Comandante Vesta]Mira niño... Todos tenemos nuestras cosas.
map,165,,212,EV212,3,129,101,show_text,"\dxn[Comandante Vesta]Yo tampoco he tenido una vida nada fácil, ¿sabes?"
map,165,,212,EV212,3,136,101,show_text,"\dxn[Comandante Vesta]Los que acabamos trabajando para la Familia Real, muchas veces, es porque no nos ha quedado otro lugar al que ir."
map,165,,212,EV212,3,140,101,show_text,"\dxn[Comandante Vesta]En mi caso, me escogieron por mi alto nivel como Entrenadora Pokémon, era mi única virtud."
map,165,,212,EV212,3,144,101,show_text,"\dxn[Comandante Vesta]Pero ahora que no les sirvo de nada, van a intentar acabar con mi vida."
map,165,,212,EV212,3,155,101,show_text,"\dxn[Comandante Vesta]Aún así, mocoso, debes aferrarte a la vida como sea."
map,165,,212,EV212,3,159,101,show_text,"\dxn[Comandante Vesta]Lo último que debes perder es la esperanza, siempre hay una solución para todo."
map,165,,212,EV212,3,165,101,show_text,"\dxn[Comandante Vesta]Vivir sí vale la pena, siempre hay algo que te hará feliz."
map,165,,212,EV212,3,171,101,show_text,"\dxn[Comandante Vesta]Amigos, familia, objetivos, sueños... Aunque tu vida sea horrible, siempre quedará algo de eso por lo que luchar."
map,165,,212,EV212,3,178,101,show_text,\dxn[Rodolfo]Hmm... Creo que lo entiendo.
map,165,,212,EV212,3,188,101,show_text,"\dxn[Comandante Vesta]Vaya, parece que viene gente. Debería irme, sería un problema si me encuentran."
map,165,,212,EV212,3,195,101,show_text,\dxn[Comandante Vesta]Recuerda mantenerte firme y cuidar de los que te quieren.
map,165,,212,EV212,3,199,101,show_text,\dxn[Comandante Vesta]Luchar por los demás es mucho más valioso que simplemente luchar por ti.
map,165,,212,EV212,3,205,101,show_text,\dxn[Comandante Vesta]\ts[1]Eso es lo que he logrado recordar de mi \c[2]madre\c[0]...\wt[15] gracias a \c[2]ella.
map,165,,212,EV212,3,209,101,show_text,"\dxn[Comandante Vesta]Ojalá no sea nuestra última charla, mocoso."
map,165,,212,EV212,3,229,101,show_text,\dxn[Rodolfo]¿Cuidar... de los que me quieren?
map,165,,212,EV212,3,232,101,show_text,\dxn[???]¡Ey Rodolfo!
map,165,,212,EV212,3,255,101,show_text,\dxn[Álama]¿Te gustaría ir a dormir al Hotel con los chicos? ¿O prefieres dormir en el Jardín con nosotros?
map,165,,212,EV212,3,259,101,show_text,"\dxn[Rodolfo]Iré donde vayas tú, Álama."
map,165,,212,EV212,3,263,101,show_text,"\dxn[Álama]¡Perfecto! Te esperamos en el Jardín, ¡no vengas muy tarde!"
map,165,,212,EV212,3,287,101,show_text,\dxn[Rodolfo](Cuidar de la gente que quiero...)
map,165,,212,EV212,3,291,101,show_text,\dxn[Rodolfo](Creo que... He tenido mucha suerte encontrándome con ellos.)
map,165,,212,EV212,3,300,101,show_text,"\dxn[Rodolfo]Vámonos, Ditto. Tenemos algo muy importante que hacer por nuestros amigos, creo que es nuestro momento de dejar huella en esta historia."
map,165,,212,EV212,3,303,101,show_text,\f[ditto000]¡DITTO!
map,165,,212,EV212,3,320,101,show_text,\dxn[\PN](Dijeron algo de ir a un <b>Hotel</b>... ¡Creo que está en esta zona del Centro!)
map,165,,212,EV212,3,322,355,script,"pbAddDependency2(001, ""FollowerPkmn"", FollowingPkmn::FOLLOWER_COMMON_EVENT)"
map,165,,212,EV212,3,323,355,script,pbAddSocialLink(:CELESTE)
map,165,,212,EV212,3,324,355,script,"pbGainSocialLinkBond(:ALAMA, 1)"
map,165,,212,EV212,5,0,355,script,ChangeSpeed.new.pbChangeSpeed(0)
map,165,,212,EV212,5,28,101,show_text,"\dxn[Yang Xiao]Oye, Silvano, ¿Seguro que es por aquí donde se encuentra el gimnasio de Celeste?"
map,165,,212,EV212,5,33,101,show_text,"\dxn[Silvano]¡Por supuesto, mi olfato refinado de la jungla es capaz de detectar su aroma!"
map,165,,212,EV212,5,38,101,show_text,"\dxn[Yang Xiao](Este señor me pone nervioso... Calma, Xiao, todo sea por la voluntad de tu maestro.)"
map,165,,212,EV212,5,51,101,show_text,"\dxn[Eda]¡Anda, pero si sois Xiao y Silvano! ¿Qué hacéis por aquí?"
map,165,,212,EV212,5,64,101,show_text,"\dxn[Silvano]¡Ey, Eda! ¿Cómo te va todo? ¡Hemos venido a proteger a Álama y a los Pokémon Eón!"
map,165,,212,EV212,5,70,101,show_text,"\dxn[Eda]Bueno, esto... Creo que llegáis un poco tarde, los de la Familia Real se han retirado por lo visto."
map,165,,212,EV212,5,76,101,show_text,\sh\dxn[Silvano]¡¿Cómo?! ¿Hemos llegado tarde?
map,165,,212,EV212,5,80,101,show_text,\dxn[Silvano]¡Con razón no hemos visto a penas ningún escolta por la ciudad!
map,165,,212,EV212,5,84,101,show_text,"\dxn[Yang Xiao]Aun así... ¿Realmente creéis que han desistido con su plan? Yo no aflojaría la seguridad, de todas formas."
map,165,,212,EV212,5,89,101,show_text,\dxn[Eda]Supongo que tienes razón...
map,165,,212,EV212,5,94,101,show_text,"\dxn[Eda]¡Ahora que tenemos tiempo! Xiao, ¿Qué te parece echar un combate Pokémon? Todavía necesito mi medalla de gimnasio."
map,165,,212,EV212,5,98,101,show_text,"\dxn[Eda]Podemos ir donde se encuentran Álama, Latias y Latios, hay sitio de sobra para combatir."
map,165,,212,EV212,5,103,101,show_text,"\dxn[Yang Xiao]Me parece una buena idea, entonces."
map,165,,212,EV212,5,108,101,show_text,"\sh\dxn[Eda]¡Genial, vamos para allá, pues!"
map,165,,212,EV212,5,133,101,show_text,\sh\dxn[Silvano]¡Oye! ¿Y yo qué?
map,165,,212,EV212,5,137,101,show_text,"\sh\dxn[Silvano]¡No es justo, siempre me dejan atrás! ¡Esperadme!"
map,165,,212,EV212,7,0,355,script,ChangeSpeed.new.pbChangeSpeed(0)
map,165,,212,EV212,7,22,101,show_text,"\dxn[Eda]Buaj, no había vomitado así en mi vida..."
map,165,,212,EV212,7,27,101,show_text,\dxn[Silvano]Esta chica... Al final le ha subido más de la cuenta...
map,165,,212,EV212,7,36,101,show_text,"\dxn[Álama]Yo tampoco me encuentro demasiado bien, creo que esa quinta ronda era innecesaria..."
map,165,,212,EV212,7,40,101,show_text,\dxn[Silvano]Si es que... Debería haber cortado antes la cosa.
map,165,,212,EV212,7,44,101,show_text,"\dxn[Aldrich]No se preocupe, señorita. La llevaremos a descansar, cuidaré de usted."
map,165,,212,EV212,7,49,101,show_text,"\sh\dxn[Silvano]Ah, no, ese es mi trabajo, no me quites lo mejor que puedo hacer."
map,165,,212,EV212,7,54,101,show_text,"\dxn[Aldrich]Ejem, no era esa mi intención, Silvano."
map,165,,212,EV212,7,58,101,show_text,"\dxn[Aldrich]Por favor, diríjame hacia su estancia."
map,165,,212,EV212,7,64,101,show_text,"\dxn[Silvano]Tch, acompáñame, es un lugar peculiar en el que se hospeda."
map,165,,212,EV212,7,74,101,show_text,"\dxn[Silvano]Vosotros cuidad de Eda y Lluvia, que no están en sus mejores condiciones."
map,165,,212,EV212,7,79,101,show_text,"\dxn[Silvano]Vosotros cuidad de Eda y Adrián, que no están en sus mejores condiciones."
map,165,,212,EV212,7,86,101,show_text,"\dxn[Yang Xiao]Yo me llevaré a Lluvia, entonces. ¿Donde se aloja?"
map,165,,212,EV212,7,89,101,show_text,"\dxn[Yang Xiao]Yo me llevaré a Adrián, entonces. ¿Donde se aloja?"
map,165,,212,EV212,7,95,101,show_text,\dxn[Aldrich]Os he conseguido un par de habitaciones en el Hotel MiraMar.
map,165,,212,EV212,7,99,101,show_text,"\dxn[Yang Xiao]Perfecto, nos retiramos pues."
map,165,,212,EV212,7,107,101,show_text,"\dxn[Yang Xiao]Échame un cable, Celeste."
map,165,,212,EV212,7,122,101,show_text,"\dxn[Lluvia]Gracias, chicos, siento tener que ser una carga."
map,165,,212,EV212,7,127,101,show_text,"\dxn[Adrián]Gracias, chicos, siento tener que ser una carga."
map,165,,212,EV212,7,133,101,show_text,"\dxn[Celeste]No te preocupes, está bien."
map,165,,212,EV212,7,181,101,show_text,"\dxn[Silvano]Dejamos a Eda en tus manos, \PN."
map,165,,212,EV212,7,190,101,show_text,"\dxn[Silvano]Vámonos, Álama no se aguanta de pie."
map,165,,212,EV212,7,232,101,show_text,"\dxn[Eda]Buaj, me siento fatal, \PN."
map,165,,212,EV212,7,236,102,choices,You're Drunk...
map,165,,212,EV212,7,236,102,choices,That's what you get...
map,165,,212,EV212,7,237,402,choice_branch,You're Drunk...
map,165,,212,EV212,7,239,402,choice_branch,That's what you get...
map,165,,212,EV212,7,245,101,show_text,"\sh\dxn[Eda]¡No me refiero a eso, \PN!"
map,165,,212,EV212,7,253,101,show_text,\dxn[Eda]No sé si lo que hice ayer estuvo bien...
map,165,,212,EV212,7,257,101,show_text,\dxn[Eda]Me metí en los problemas personales de Darek porque quería ayudarle.
map,165,,212,EV212,7,261,101,show_text,"\dxn[Eda]Pero él me echó de la habitación, me enfadé y estuve mal durante toda la noche... *Hip*"
map,165,,212,EV212,7,268,101,show_text,"\dxn[Eda]Sabes que Darek no tuvo una infancia fácil, y a día de hoy arrastra comportamientos diferentes."
map,165,,212,EV212,7,272,101,show_text,"\dxn[Eda]De veras le quiero, y quiero ayudarle con todo lo que esté en mis manos."
map,165,,212,EV212,7,276,101,show_text,"\dxn[Eda]Pero cada vez que estoy por atraparle, se me escapa."
map,165,,212,EV212,7,280,101,show_text,"\dxn[Eda]Aun así, mi comportamiento tampoco fue el adecuado. Debería dejarle e intentar ayudarle desde la lejanía."
map,165,,212,EV212,7,288,101,show_text,"\sh\dxn[Eda]¡Así es, iré a buscarlo y pedirle perdón ahora mismo! *Hip*"
map,165,,212,EV212,7,297,101,show_text,"\dxn[Eda]¡Voy a buscarte ahora mismo, Darekzz...!"
map,165,,212,EV212,7,311,101,show_text,\sh\dxn[\PN](¡Eda!)
map,165,,212,EV212,7,316,101,show_text,\sh\dxn[\PN](¡Eda!)
map,165,,212,EV212,7,322,101,show_text,\dxn[Eda]Dile... que lo sien...
map,165,,212,EV212,9,0,355,script,"pbRemoveDependency2(""FollowerPkmn"")"
map,165,,212,EV212,9,1,355,script,ChangeSpeed.new.pbChangeSpeed(0)
map,165,,212,EV212,9,33,101,show_text,"\dxn[Eda]Hola, \PN. ¿Has venido a ver cómo estaba?"
map,165,,212,EV212,9,39,101,show_text,\dxn[Eda]Supongo que tú tampoco has dormido esta noche...
map,165,,212,EV212,9,48,101,show_text,"\dxn[Eda]Me encantaría poder hacer algo al respecto, pero no tenemos ningún dato de a dónde se han llevado a Darek y compañía."
