source_type,source_id,source_name,event_id,event_name,page,command_index,code,kind,text
map,25,,39,CELESTE MENU OPEN,2,175,102,choices,¡Vamos!
map,25,,39,CELESTE MENU OPEN,2,175,102,choices,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,2,176,402,choice_branch,¡Vamos!
map,25,,39,CELESTE MENU OPEN,2,177,355,script,$points_hud.dispose
map,25,,39,CELESTE MENU OPEN,2,181,402,choice_branch,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,2,189,101,show_text,¿Quieres jugar el \c[2]Nivel 3\c[0]?
map,25,,39,CELESTE MENU OPEN,2,190,102,choices,¡Vamos!
map,25,,39,CELESTE MENU OPEN,2,190,102,choices,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,2,191,402,choice_branch,¡Vamos!
map,25,,39,CELESTE MENU OPEN,2,192,355,script,$points_hud.dispose
map,25,,39,CELESTE MENU OPEN,2,196,402,choice_branch,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,2,204,101,show_text,¿Quieres jugar el \c[2]Nivel 4\c[0]?
map,25,,39,CELESTE MENU OPEN,2,205,102,choices,¡Vamos!
map,25,,39,CELESTE MENU OPEN,2,205,102,choices,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,2,206,402,choice_branch,¡Vamos!
map,25,,39,CELESTE MENU OPEN,2,207,355,script,$points_hud.dispose
map,25,,39,CELESTE MENU OPEN,2,211,402,choice_branch,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,3,0,108,comment,// CONTROL ALL THE INTERFACE
map,25,,39,CELESTE MENU OPEN,3,2,355,script,$points_hud.update if $points_hud
map,25,,39,CELESTE MENU OPEN,3,4,108,comment,// PARTE VISIBLE
map,25,,39,CELESTE MENU OPEN,3,51,108,comment,// CAMBIAS DE DIFICULTAD
map,25,,39,CELESTE MENU OPEN,3,63,355,script,echo pbGet(900)
map,25,,39,CELESTE MENU OPEN,3,77,355,script,echo pbGet(900)
map,25,,39,CELESTE MENU OPEN,3,91,355,script,echo pbGet(900)
map,25,,39,CELESTE MENU OPEN,3,110,355,script,echo pbGet(900)
map,25,,39,CELESTE MENU OPEN,3,122,101,show_text,¿Estás seguro de que quieres salir?
map,25,,39,CELESTE MENU OPEN,3,123,102,choices,Sí
map,25,,39,CELESTE MENU OPEN,3,123,102,choices,No
map,25,,39,CELESTE MENU OPEN,3,124,402,choice_branch,Sí
map,25,,39,CELESTE MENU OPEN,3,126,355,script,$points_hud.dispose
map,25,,39,CELESTE MENU OPEN,3,138,101,show_text,\dxn[Liberty]¿Te da miedo o qué? ¿Te echas para atrás?
map,25,,39,CELESTE MENU OPEN,3,143,101,show_text,"\sh\dxn[Liberty]¡Se lo diré a Sakura, que conste!"
map,25,,39,CELESTE MENU OPEN,3,150,402,choice_branch,No
map,25,,39,CELESTE MENU OPEN,3,161,101,show_text,¿Quieres jugar el \c[2]Nivel 1\c[0]?
map,25,,39,CELESTE MENU OPEN,3,162,102,choices,¡Vamos!
map,25,,39,CELESTE MENU OPEN,3,162,102,choices,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,3,163,402,choice_branch,¡Vamos!
map,25,,39,CELESTE MENU OPEN,3,164,355,script,$points_hud.dispose
map,25,,39,CELESTE MENU OPEN,3,168,402,choice_branch,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,3,176,101,show_text,¿Quieres jugar el \c[2]Nivel 2\c[0]?
map,25,,39,CELESTE MENU OPEN,3,177,102,choices,¡Vamos!
map,25,,39,CELESTE MENU OPEN,3,177,102,choices,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,3,178,402,choice_branch,¡Vamos!
map,25,,39,CELESTE MENU OPEN,3,179,355,script,$points_hud.dispose
map,25,,39,CELESTE MENU OPEN,3,183,402,choice_branch,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,3,191,101,show_text,¿Quieres jugar el \c[2]Nivel 3\c[0]?
map,25,,39,CELESTE MENU OPEN,3,192,102,choices,¡Vamos!
map,25,,39,CELESTE MENU OPEN,3,192,102,choices,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,3,193,402,choice_branch,¡Vamos!
map,25,,39,CELESTE MENU OPEN,3,194,355,script,$points_hud.dispose
map,25,,39,CELESTE MENU OPEN,3,198,402,choice_branch,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,3,206,101,show_text,¿Quieres jugar el \c[2]Nivel 4\c[0]?
map,25,,39,CELESTE MENU OPEN,3,207,102,choices,¡Vamos!
map,25,,39,CELESTE MENU OPEN,3,207,102,choices,"¡No, no!"
map,25,,39,CELESTE MENU OPEN,3,208,402,choice_branch,¡Vamos!
map,25,,39,CELESTE MENU OPEN,3,209,355,script,$points_hud.dispose
map,25,,39,CELESTE MENU OPEN,3,213,402,choice_branch,"¡No, no!"
map,25,,73,EV073,1,0,108,comment,noshadow
map,25,,140,xd,1,0,355,script,Pokemon.play_cry(:NINETALES)
map,25,,207,"Fuente, size(1,3)",1,0,108,comment,noshadow
map,25,,174,EV174,1,0,101,show_text,(Parece estar atento al concierto...)
map,25,,40,RODOLFO,1,3,101,show_text,"\dxn[Rodolfo]¡Ey, \PN! ¿Has visto qué outift más guapo llevo?"
map,25,,40,RODOLFO,1,6,102,choices,What are you doing here?
map,25,,40,RODOLFO,1,6,102,choices,Were you invited as well?
map,25,,40,RODOLFO,1,7,402,choice_branch,What are you doing here?
map,25,,40,RODOLFO,1,10,101,show_text,"\dxn[Rodolfo]Pues mira, te cuento."
map,25,,40,RODOLFO,1,13,402,choice_branch,Were you invited as well?
map,25,,40,RODOLFO,1,16,101,show_text,"\dxn[Rodolfo]Je, je. Más o menos."
map,25,,40,RODOLFO,1,22,101,show_text,"\dxn[Rodolfo]Yo estaba tranquilamente saliendo de \c[2]Pueblo Mandarín\c[0], cuando mami me llamó por teléfono."
map,25,,40,RODOLFO,1,28,101,show_text,\dxn[\PN]<i>(¿Como que mami? ¿Se refiere a Álama?)</i>
map,25,,40,RODOLFO,1,33,101,show_text,\dxn[\PN]<i>(¿Como que mami? ¿Se refiere a Álama?)</i>
map,25,,40,RODOLFO,1,41,101,show_text,\ts[2]\dxn[\PN]<i>(Además... eso que lleva ahí es un teléfono de juguete...)</i>
map,25,,40,RODOLFO,1,46,101,show_text,\ts[2]\dxn[\PN]<i>(Además... eso que lleva ahí es un teléfono de juguete...)</i>
map,25,,40,RODOLFO,1,52,101,show_text,"\dxn[Rodolfo]Me dijo de venir a la playa, pero no tenía bañador."
map,25,,40,RODOLFO,1,56,101,show_text,\dxn[Rodolfo]Asi que nos reunimos todos y fuimos a comprar trajes de baño a Ciudad Lugano.
map,25,,40,RODOLFO,1,60,101,show_text,"\dxn[Rodolfo]A Ditto le hacía mucha ilusión aprender a nadar, así que le compraron un flotador."
map,25,,40,RODOLFO,1,64,101,show_text,\f[ditto000]¡Ditto!
map,25,,40,RODOLFO,1,73,101,show_text,"\dxn[Rodolfo]Además, me dijo que vendían un \c[2]helado exclusivo\c[0], así que no me pude negar de ninguna forma."
map,25,,40,RODOLFO,1,80,101,show_text,"\dxn[Rodolfo]Entre tú y yo. Este helado lo ha robado Ditto, así que quédate calladitto."
map,25,,40,RODOLFO,1,86,101,show_text,\ts[2]\dxn[\PN]<i>(Quizás robaba en el pasado para sobrevivir... pero no debería volver a hacerlo.)</i>
map,25,,40,RODOLFO,1,90,101,show_text,"\dxn[\PN]Oye, Rodolfo, eso no está bien."
map,25,,40,RODOLFO,1,95,101,show_text,\ts[2]\dxn[\PN]<i>(Quizás robaba en el pasado para sobrevivir... pero no debería volver a hacerlo.)</i>
map,25,,40,RODOLFO,1,99,101,show_text,"\dxn[\PN]Oye, Rodolfo, eso no está bien."
map,25,,40,RODOLFO,1,106,101,show_text,"\ts[2]\dxn[Rodolfo]Lo sé, pero... \wt[15]me apetece..."
map,25,,40,RODOLFO,1,110,102,choices,Ask Alama
map,25,,40,RODOLFO,1,110,102,choices,I'll buy one for you
map,25,,40,RODOLFO,1,111,402,choice_branch,Ask Alama
map,25,,40,RODOLFO,1,115,101,show_text,\ts[2]\dxn[Rodolfo]Es que no quiero molestarla...
map,25,,40,RODOLFO,1,118,355,script,pbCameraToEvent(29)
map,25,,40,RODOLFO,1,121,101,show_text,\ts[2]\dxn[Rodolfo]Está disfrutando como una niña del concierto de Angie y no quiero ser una carga para ella...
map,25,,40,RODOLFO,1,123,355,script,pbCameraReset
map,25,,40,RODOLFO,1,129,101,show_text,\ts[2]\dxn[\PN]<i>(Ya veo...)</i>
map,25,,40,RODOLFO,1,134,101,show_text,\ts[2]\dxn[\PN]<i>(Ya veo...)</i>
map,25,,40,RODOLFO,1,141,101,show_text,"\ts[2]\dxn[\PN]Te lo compro yo, entonces."
map,25,,40,RODOLFO,1,146,101,show_text,"\ts[2]\dxn[\PN]Te lo compro yo, entonces."
map,25,,40,RODOLFO,1,153,101,show_text,\sh\dxn[Rodolfo]¿¡De verdad!?
map,25,,40,RODOLFO,1,163,101,show_text,"\sh\dxn[Rodolfo]¡Eres el mejor (después de mí, claro)!"
map,25,,40,RODOLFO,1,166,101,show_text,"\sh\dxn[Rodolfo]¡Eres la mejor (después de mí, claro)!"
map,25,,40,RODOLFO,1,173,101,show_text,"\dxn[Rodolfo]¡Te espero aquí, entonces!"
map,25,,40,RODOLFO,1,176,402,choice_branch,I'll buy one for you
map,25,,40,RODOLFO,1,180,101,show_text,\sh\dxn[Rodolfo]¿¡De verdad!?
map,25,,40,RODOLFO,1,190,101,show_text,"\sh\dxn[Rodolfo]¡Eres el mejor (después de mí, claro)!"
map,25,,40,RODOLFO,1,193,101,show_text,"\sh\dxn[Rodolfo]¡Eres la mejor (después de mí, claro)!"
map,25,,40,RODOLFO,1,199,355,script,pbCameraToEvent(29)
map,25,,40,RODOLFO,1,202,101,show_text,"\ts[2]\dxn[Rodolfo]Es que no quería molestar a Álama, se lo está pasando como una niña con el concierto de Angie..."
map,25,,40,RODOLFO,1,204,355,script,pbCameraReset
map,25,,40,RODOLFO,1,210,101,show_text,\ts[2]\dxn[\PN]<i>(Ya veo...)</i>
map,25,,40,RODOLFO,1,215,101,show_text,\ts[2]\dxn[\PN]<i>(Ya veo...)</i>
map,25,,40,RODOLFO,1,221,101,show_text,"\dxn[Rodolfo]¡Te espero aquí, entonces!"
map,25,,40,RODOLFO,2,10,101,show_text,"\sh\dxn[Rodolfo]That's it, exactly the one I wanted!"
map,25,,40,RODOLFO,2,14,101,show_text,"\sh\dxn[Rodolfo]May Arceus repay you, or something like that!"
map,25,,40,RODOLFO,2,18,355,script,"$PokemonBag.pbDeleteItem(:HELADOGOD,1)"
map,25,,40,RODOLFO,2,19,355,script,"pbGainSocialLinkBond(:RODOLFO, 1, silent: false)"
